"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","HAB_quality","FHI_herbivory","FHI_recreation","AC_culturalSignificance","FHI_flowRegulation","AQ_persistence","FHI_humanImpactRiskScore","meanConditionScore"
"199",782,"Sawmill Spring","Kaibab NF, Williams RD",35.28865,-111.95994,2219,"hillslope","anthropogenic",2146252814,"9/25/2019","Larry Stevens and Gloria Hardwick","Stevens et al. Level 2",9,2317,2,3,9,NA,1,1,3.4,2.8
"200",162,"Clover Spring West","Coconino NF, Mogollon Rim RD",34.50596,-111.36258,2089,"hillslope","anthropogenic",2146252834,"9/18/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2324,2,3,5,NA,1,1,3.2,2.7
"201",963,"Fain Spring","Coconino NF, Mormon Lake RD",34.81879,-111.52392,2159,"helocrene",NA,2146252835,"9/19/2019","Alek Mendoza and Andrea Hazelton","Stevens et al. Level 2",9,2328,2,2,5,NA,3,4,3.6,3.2
"202",430,"General Springs","Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,"helocrene","rheocrene",2146252871,"9/19/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2334,4,6,5,NA,5,4,2,4.3
"203",1089,"Smith Spring","Coconino NF, Mormon Lake RD",34.9365,-111.48594,2199,"helocrene","hillslope",2146252703,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2337,5,5,5,NA,5,5,2,4.5
"204",768,"Mineral Spring","Kaibab NF, Williams RD",35.25188,-111.9994,2124,"helocrene",NA,2146253831,"8/27/2020","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2626,2,2,4,NA,5,4,3.4,3.1
"205",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146253876,"9/14/2020","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2644,4,3,5,NA,4,3,2.9,4.1
"206",1036,"Middle Kehl Meadow Spring","Coconino NF, Mogollon Rim RD",34.44493,-111.31868,2311,"helocrene","rheocrene",2146253879,"9/14/2020","Larry Stevens and Jeri Ledbetter","4FRI Year 2-4",7,2645,3,2,3,NA,3,1,3.1,3.8
"207",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",2146260940,"7/19/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",9,3136,4,5,4,NA,4,4,2.4,4.7
"208",373,"Castle Spring","Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,"hillslope","hanging garden",2146260941,"7/22/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",10,3137,4,3,4,NA,4,3,3.2,3.8
"209",331,"Crystal Spring","Kaibab NF, North Kaibab RD",36.38914,-112.09597,2682,"helocrene",NA,2146260942,"7/18/2021","Larry Stevens, Jeri Ledbetter, Ethan Sandoval, and Don Taylor","Stevens et al. Level 2",8,3139,3,5,5,NA,3,1,2,3.9
"210",419,"Poverty Spring","Coconino NF, Mogollon Rim RD",34.48605,-111.3301,2189,"hillslope",NA,-1802687155,"9/11/2009","Jeri Ledbetter, Eric North, Valerie Hallum, Christina Davis, Julaire Scott","Stevens et al. Level 2",9,73,1,3,2,6,1,NA,2.71429,1.8713
"211",331,"Crystal Spring","Kaibab NF, North Kaibab RD",36.38914,-112.09597,2682,"helocrene",NA,579,"6/27/2000","RJ Johnson, Larry Stevens, Margaret Erhart, and Nathan Zorich","Stevens/NPS 2000",8,120,2,3,4,6,3,4,3.25,3.735
"212",368,"Watts Spring","Kaibab NF, North Kaibab RD",36.37939,-112.27579,2442,"hillslope",NA,616,"6/29/2000","RJ Johnson, Larry Stevens, Margaret Erhart, and Nathan Zorich","Stevens/NPS 2000",10,129,3,4,5,6,2,3,3.125,2.92167
"213",367,"Warm Springs","Kaibab NF, North Kaibab RD",36.69452,-112.31196,2109,"cave",NA,615,"7/3/2000","RJ Johnson, Nathan Zorich, and Zeke Lauck","Stevens/NPS 2000",8,300,2,4,5,6,1,3,3.375,2.73
"214",548,"Monongye Spring","Coconino NF, Mogollon Rim RD",34.48517,-111.27359,2198,"hillslope",NA,1461783197,"7/4/2010","L.E. Stevens, Glenn Rink, William Talashoma, Beep Jenkins, Frank Romaglio","Stevens et al. Level 2",10,189,2,3,4,NA,3,2,3,3.08
"215",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",1315503607,"8/21/2011","Larry Stevens","Stevens/NPS 2000",10,232,4,4,4,NA,5,4,3.42857,3.63125
"216",592,"Long Valley Spring South Lower","Coconino NF, Mogollon Rim RD",34.51579,-111.33353,2151,"rheocrene",NA,598491263,"8/17/2010","Jeri Ledbetter, Glen Rink, Eric James, Robert Jenkins, William S. Talashoma","Stevens et al. Level 2",8,125,3,3,4,NA,3,4,3.5,3.37667
"217",981,"Gooseberry Springs 1","Coconino NF, Mormon Lake RD",35.04917,-111.44222,2152,"hillslope","helocrene",1363198213,"6/12/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",4,582,2,5,4,NA,2,4,2.14286,3.20625
