siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
673,Lookout Lakes,"Kaibab NF, North Kaibab RD",36.46513,-112.18661,2668,limnocrene,,-534504279,6/25/2011,"Larry Stevens, Glenn Rink, Jeri Ledbetter, Frank Romaglia, Lisa Schaller, Victoria Hermosillo, and Andrea Hazelton",Stevens et al. Level 2,10,227,0,6,1,9,1,6,1,,,,,4,3,5.33333,1.5,0,5,2,9,9,4,4,3,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,4.2,3,5,3,4,4,4,3,4,4,3,4,4,4,5,3,4,4,4.125,3.625,4,3,6,0,5,1,3,3,6,0,3,4,3,2,3,4,4,3,3.77778,2.5,2,3,6,,3,3,2,2,2,2,4,2,2,1,4,2,6,1,3.44444,2,4.41458,2.78125,4,4,Protection of the site from grazing and trampling by non-native ungulates is recommended along with occasional monitoring.
762,Dry Park Lake,"Kaibab NF, North Kaibab RD",36.41951,-112.23351,2553,limnocrene,,-96399923,6/28/2011,"Jeri Ledbetter, Dave Kreamer, and Victoria Hermosilla",Stevens et al. Level 2,10,291,0,5,1,9,1,5,1,,,4,2,3,3,4.25,1.6,0,3,3,,,3,3,2,3,4,2,3,2.75,5,2,4,3,3,3,3,3,3,3,3.6,2.8,4,3,4,3,4,3,4,3,5,3,2,4,4,3,4,3,3.875,3.125,3,3,5,1,4,3,3,3,6,1,2,4,5,2,5,2,4,3,3.55556,2.75,3,3,6,,3,3,3,2,2,2,4,2,3,2,4,2,6,1,3.77778,2.125,3.68125,2.56875,3,3,Maintenance of the fence is warranted to exclude cattle and bison; occasional monitoring is also warranted.
757,Lockett Spring,"Kaibab NF, Williams RD",35.14878,-112.15251,2159,helocrene,anthropogenic,1337452832,5/7/2012,"Larry Stevens, Jeri Ledbetter, and Anya Fayfer",Stevens et al. Level 2,9,341,0,4,4,2,,2,5,3,3,5,3,4,3,3.33333,3.6,0,3,5,3,5,4,4,1,,3,5,2.8,4.75,5,,5,,5,2,5,2,4,4,4.8,2.66667,4,4,5,3,2,4,4,4,3,3,3,4,5,2,5,2,3.875,3.25,3,4,2,5,3,4,5,2,2,5,4,4,3,3,3,4,5,2,3,4.125,2,4,6,,5,4,5,2,5,1,5,3,3,3,5,2,6,3,4.66667,2.75,3.70208,3.56667,0,5,Continue to assure flow to the pond; consider experimentally fencing out elk from the source areas and monitor. 
373,Castle Spring,"Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,hillslope,hanging garden,1339688063,6/13/2012,"Larry Stevens, Glenn Rink, Jeri Ledbetter, Ariel Leonard, Kyle Paffett, Anya Fayfer, and Kumi Isobe",Stevens et al. Level 2,10,384,0,5,2,2,2,5,2,5,2,5,2,1,4,3.83333,2.33333,0,2,3,2,4,2,5,4,4,3,5,2.6,4.2,5,2,4,2,3,4,2,4,2,4,3.2,3.2,2,4,3,4,2,4,2,4,1,5,3,3,2,5,2,4,2.125,4.125,3,4,2,3,2,4,3,3,5,1,2,4,3,4,3,3,4,5,2.66667,3.875,2,4,6,,2,4,3,4,2,2,3,2,4,2,,,,,3.14286,3,2.93958,3.46458,2,3,"This site would benefit from management attention. This would include clearing out the fencing, restoring the flow but maintaining the historic wooden trough and stream system. While this would require substantial effort, the area is well served by roads and could be an excellent public relations site. Management of nonnative understory will require considerable effort. A detailed investigation of cultural use and archaeology is needed here. "
765,Hat Tank lower,"Kaibab NF, Williams RD",35.09281,-112.17659,2036,rheocrene,,-281321730,6/3/2012,"Kyle Paffett, Vera Markgraf",Stevens et al. Level 2,6,789,0,6,1,1,1,6,1,5,1,6,1,5,1,4.83333,1,0,5,2,5,2,5,2,4,3,5,2,4.8,2.2,4,,5,2,5,2,3,2,4,3,4.2,2.25,3,2,4,2,3,2,3,2,,,3,2,3,2,3,2,3.14286,2,5,2,6,1,5,1,6,1,6,1,4,2,4,3,4,2,,,5,1.85714,2,4,6,6,2,3,6,2,5,3,5,3,2,1,5,1,1,3,3.77778,2.88889,4.24405,1.8625,1,2,We recommend thinning the forest around the spring site.
1072,Riordan Overpass,"Coconino NF, Peaks RD",35.19553,-111.71963,2194,rheocrene,anthropogenic,1158618625,8/26/2013,"Krista Sparks, Spencer Harris",Stevens et al. Level 2,4,947,0,5,2,1,4,2,4,2,2,3,4,1,4,2.33333,3.33333,0,1,4,0,4,3,3,1,4,1,4,1.2,3.8,4,,2,4,1,4,0,5,1,4,1.8,4.25,0,5,2,3,0,5,0,3,9,,4,3,0,4,2,4,1.14286,3.85714,2,4,1,4,1,5,4,2,1,5,9,,3,4,1,4,,,1.85714,4.66667,1,2,6,6,1,2,5,3,1,2,1,3,1,2,0,1,2,2,2,2.55556,1.61905,3.81012,2,3,We recommend removing the dirt berm.
717,Aconitum unnamed springs,"Kaibab NF, North Kaibab RD",36.39966,-112.08085,2359,hillslope,,1340219602,6/17/2012,"Larry Stevens, Jeri Ledbetter, Glenn Rink, Kyle Paffett, Anya Fayfer, and Kumi Isobe.",Stevens et al. Level 2,9,396,0,6,1,2,1,6,1,4,1,6,1,6,1,5,1,0,6,1,6,1,6,1,2,1,6,1,5.2,1,3,1,2,1,6,1,5,1,5,1,4.2,1,6,1,4,2,5,1,4,3,5,1,6,1,6,1,4,2,5,1.5,6,1,6,1,5,3,6,1,6,1,6,1,5,2,5,3,6,3,5.11111,2,4,4,6,,5,4,4,2,3,2,,,4,3,4,,,,4.28571,3,4.85,1.125,2,4,"This is a pristine springs, needing no management action; however, occasional monitoring is appropriate. "
1047,Munds Spring,"Coconino NF, Mormon Lake RD",34.92063,-111.5717,2110,helocrene,limnocrene,1366389016,6/22/2012,"Kyle Paffett, Jen Williams, and Vera Markgraf",Stevens et al. Level 2,3,757,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,1,6,9,,3,5,1,5,5,2,2.5,4.5,5,,0,6,0,6,1,6,1,5,1.4,5.75,1,6,1,6,0,6,0,6,0,6,0,6,0,6,0,6,0.25,6,0,6,0,6,5,2,3,3,6,1,9,,9,,4,3,,,3,4.2,3,2,6,6,3,3,5,2,1,3,1,3,1,3,0,1,3,2,2.55556,2.77778,1.0375,5.5625,3,4,No recommendations due to the lack of any evdience of water being present at spring site.
1000,Iowa Camp Spring,"Coconino NF, Mormon Lake RD",34.89512,-111.42522,2256,hillslope,,1366647561,8/8/2012,"Kyle Paffett, Vera Markgraf, and Gerald Higa",Stevens et al. Level 2,3,779,0,0,5,0,5,9,,0,5,0,5,0,5,0,5,0,2,4,2,4,4,3,2,5,5,3,3,3.8,4,,1,5,1,5,0,5,1,5,1.6,5,0,5,1,5,0,5,1,5,9,,9,,0,5,1,5,0.5,5,0,5,1,4,2,4,6,1,6,1,6,1,2,4,4,2,,,3.375,3.14286,3,2,6,6,3,2,3,3,1,2,1,3,3,2,0,1,5,2,2.77778,2.55556,1.275,4.7,3,4,We recommend removing the spring box and restricting access on the forest road that is very near spring site.
925,Cedar Spring,"Coconino NF, Red Rock RD",34.45393,-111.68292,1272,rheocrene,,1668997301,8/5/2012,"Kyle Paffett, Vera Markgraf, and Gerald Higa",Stevens et al. Level 2,6,784,0,5,1,1,1,5,2,4,2,5,1,3,2,3.83333,1.5,0,4,2,4,2,4,3,3,2,4,3,3.8,2.4,5,,2,2,4,3,,,3,4,3.5,3,3,2,3,3,2,3,1,4,3,2,3,3,,,3,3,2.57143,2.85714,3,2,5,2,5,2,5,2,6,1,6,1,6,1,5,2,,,5.125,1.85714,2,2,6,6,2,2,5,2,2,2,0,5,1,3,0,3,0,2,2,3,3.42619,2.43929,2,3,We recommend that the stock tank and spring box be removed.
965,Flagstaff Spring,"Coconino NF, Peaks RD",35.33984,-111.66813,3224,rheocrene,,-1279539782,6/6/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,4,844,0,5,2,9,,9,,9,,5,1,9,,5,1.5,0,1,5,1,5,1,5,1,5,4,2,1.6,4.4,4,,1,4,0,5,0,5,0,5,1,4.75,1,5,1,5,0,5,0,5,5,1,2,4,1,5,1,5,1.375,4.375,5,1,0,6,3,4,6,1,5,2,6,1,4,3,5,1,,,4.25,2.71429,3,2,6,6,2,2,6,2,3,2,1,3,1,2,0,1,2,2,2.66667,2.44444,2.24375,3.75625,4,5,We recommend spring restoration due to ownership of the spring.
1069,Raspberry Spring,"Coconino NF, Peaks RD",35.34135,-111.64864,2966,rheocrene,,-1742283341,6/6/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,3,847,0,5,2,9,,9,,9,,5,1,9,,5,1.5,0,1,5,1,5,1,5,1,5,4,2,1.6,4.4,3,,1,4,0,5,0,5,0,5,1,4.75,1,5,1,5,0,5,0,5,5,1,2,4,1,5,1,5,1.375,4.375,5,1,0,6,2,5,6,1,3,5,6,1,3,3,5,1,,,3.75,3.28571,2,1,6,6,1,2,5,3,3,3,1,3,1,3,0,1,5,2,2.66667,2.66667,2.24375,3.75625,4,5,There are no recommendations for restoration due to spring being a water source for Flagstaff.
924,Cave Spring,"Coconino NF, Red Rock RD",34.99853,-111.74056,1663,anthropogenic,,1298824324,7/19/2013,"Krista Sparks, Spencer Harris, and Quintin Van Dyk",Stevens et al. Level 2,4,987,0,5,2,9,,9,,9,,9,,0,3,2.5,2.5,0,0,4,0,4,0,4,0,4,3,4,0.6,4,4,,0,4,0,4,0,4,0,4,0.8,4,0,4,0,4,0,4,0,4,6,2,5,2,0,4,0,4,1.375,3.5,0,4,0,4,1,4,1,4,1,4,6,2,2,4,2,4,,,1.625,4.28571,2,2,6,6,1,2,6,2,2,2,1,3,2,2,0,1,5,2,2.77778,2.44444,1.31875,3.5,4,5,Surveyors did not note any management recommendations.
1091,Snowslide Spring,"Coconino NF, Peaks RD",35.3317,-111.67086,3357,helocrene,rheocrene,1836559287,9/27/2013,Larry Stevens,Stevens et al. Level 2,9,1014,0,6,1,3,1,6,1,4,1,6,1,6,1,5.16667,1,0,6,1,6,1,6,1,2,1,5,1,5,1,4,3,4,2,6,1,5,1,4,2,4.8,1.8,6,1,4,3,6,1,4,2,5,2,4,3,6,1,4,3,4.875,2,6,1,5,2,5,2,6,0,6,0,5,2,5,1,5,2,4,2,4.66667,1.5,3,1,6,,3,2,5,1,4,2,,,6,2,,,,,4.5,1.6,4.96042,1.45,3,4,Snowslide Spring should be inventoried indetail and used as a natural reference site. Occasional monitoring is warranted.
1144,Little Spring,"Coconino NF, Peaks RD",35.37441,-111.72573,2539,helocrene,anthropogenic,-1355459782,9/24/2013,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 1,3,1017,0,5,2,2,2,4,3,3,3,5,2,4,3,3.83333,2.5,0,2,4,2,4,2,4,2,4,3,3,2.2,3.8,5,3,3,3,3,3,4,2,6,3,4.2,2.8,4,2,3,4,3,3,4,4,4,2,4,4,3,4,3,4,3.5,3.375,3,4,3,4,3,4,5,2,5,1,3,3,3,3,4,3,4,3,3.22222,3.375,3,3,6,,5,2,3,2,2,2,,,3,2,,,,,3.66667,2.2,3.43333,3.11875,3,4,Monitoring is recommended.
768,Mineral Spring,"Kaibab NF, Williams RD",35.25188,-111.9994,2124,helocrene,,2146221028,5/27/2014,"Prescott College Springs Ecology Class 2014: Glenn Rink, Jeri Ledbetter, and Larry Stevens",Stevens et al. Level 2,10,1223,0,4,3,1,4,2,4,3,2,2,4,2,3,2.3,3.3,0,2,3,4,3,3,4,3,3,3,2,3,3,5,2,3,2,2,5,4,2,4,3,3.6,2.8,5,1,4,1,,4,4,4,2,2,4,4,3,4,4,1,3.7,2.6,1,5,1,5,1,4,3,1,1,,1,4,3,1,1,4,,,1.5,3,3,1,3,2,2,,,9,4,2,9,9,3,,2,2,9,1,4.4,3.7,3.1,3.2,3,4,"Encourage dialogue with ADOT and land managers regarding high salinity water runoff. Maintain fencing to protect the source, and monitor the health of trees."
750,Campbell Spring,"Kaibab NF, Williams RD",35.15014,-112.23558,1985,rheocrene,,2146221085,6/21/2014,"Larry Stevens, Glenn Rink and Jeri Ledbetter",Stevens et al. Level 2,10,1291,0,5,2,1,2,5,2,3,2,5,1,5,1,4,1.7,0,5,1,5,1,3,2,3,1,4,2,4,1.4,5,3,3,3,4,2,5,2,4,3,4.2,2.6,5,2,,3,,2,,3,4,2,5,3,4,2,4,2,4.4,2.4,3,3,5,1,5,1,6,0,6,0,4,3,5,1,4,3,5,2,4.8,1.6,2,2,,4,2,1,3,1,2,1,5,2,,,2,2,,2,2.7,1.9,4.1,1.9,6,1,Remove crayfish and monitor periodically.
717,Aconitum unnamed springs,"Kaibab NF, North Kaibab RD",36.39966,-112.08085,2359,hillslope,,-816787537,6/28/2000,LE Stevens and Zeke Lauck,Stevens/NPS 2000,9,108,0,5,1,2,1,6,1,4,1,6,1,6,1,4.83333,1,0,6,1,5,2,5,2,2,2,5,3,4.6,2,3,1,2,1,5,2,5,3,5,2,5.4,1.8,5,3,5,2,5,1,5,1,4,3,5,1,6,1,5,2,5,1.75,6,1,6,1,5,2,5,1,6,1,6,1,5,2,5,2,,,5.5,1.375,4,4,6,,5,4,4,2,3,2,,,4,3,4,,,,4.28571,3,4.93651,1.82083,2,4,
430,General Springs,"Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,helocrene,rheocrene,1259639552,9/21/2009,"Jeri Ledbetter, Eric North, RJ Johnson, and Denise Hudson",Stevens et al. Level 2,10,65,0,2,3,9,3,2,3,3,3,,,4,3,2.75,3,0,1,3,1,3,1,3,3,3,3,3,1.6,3,5,3,4,3,3,3,5,3,3,3,2.8,3,4,3,4,3,,,,,3,3,6,2,5,3,4,3,4.33333,2.83333,4,3,4,3,3,3,4,3,5,2,3,3,3,3,3,3,,,3.625,2.875,4,1,6,,4,4,4,4,4,3,4,3,4,4,5,4,5,2,4.44444,3.125,3.2588,2.97222,4,4,
759,Laws Spring,"Kaibab NF, Williams RD",35.4265,-112.06653,2067,limnocrene,rheocrene,2146221027,5/26/2014,"Larry Stevens, Jeri Ledbetter, Glenn Rink, Jeff Glessing, Lance Murray, Lucky Thomas, Mason Stansfield, Julie Polovitch, and Andy Gosnell",Stevens/GDE hybrid,10,1224,0,4,2,9,2,5,2,3,2,5,2,4,1,5,1.83333,0,5,2,5,2,4,3,3,2,4,3,4.2,2.4,5,3,3,2,3,2,5,2,4,3,3.8,2.4,4,2,4,2,5,1,4,3,3,3,4,3,4,2,4,2,4,2.25,2,3,6,0,5,1,6,0,6,0,3,4,4,2,4,2,4,3,4.4,1.7,5,2,6,,4,1,4,2,2,1,,,,,,,,,4.2,1.5,4.3,2,4,5,
796,Upper Sowats Seep,"Kaibab NF, North Kaibab RD",36.52293,-112.57188,1107,hanging garden,,335507350,5/22/2009,"K Watters, C Albano, and B Kluwin",Stevens/NPS 2000,7,137,0,5,1,1,1,5,3,3,1,5,3,6,1,4.16667,1.66667,0,6,1,6,1,6,1,9,1,6,1,6,1,3,1,6,1,6,1,4,3,4,4,5.2,2,6,1,,,6,1,,,6,1,,,6,1,,,6,1,5,3,6,2,6,2,6,1,6,1,6,1,5,2,3,4,,,5.375,2,3,3,6,9,2,3,2,2,1,1,6,1,3,1,6,1,6,1,3.625,1.625,5.06111,1.54861,6,5,
795,Lower Sowats Seep,"Kaibab NF, North Kaibab RD",36.5204,-112.57558,1084,hanging garden,,-1178355703,5/22/2009,"K. Watters, B. Kluwin, and C. Albano",Stevens/NPS 2000,8,138,0,5,1,1,1,6,1,3,1,5,3,6,1,4.33333,1.33333,0,6,1,6,1,6,1,9,1,6,1,6,1,3,1,6,1,6,1,4,3,4,4,5.2,2,5,2,,,5,2,,,4,3,,,6,2,,,5,2.25,5,3,6,0,5,2,6,1,6,1,6,1,5,2,3,4,,,5.25,1.75,3,3,9,9,2,3,2,2,1,1,6,1,3,1,6,1,6,1,3.625,1.625,4.90139,1.65972,6,5,
660,Unnamed Spring 8,"Kaibab NF, North Kaibab RD",36.54585,-112.51803,1410,hanging garden,,-868991875,5/19/2009,"D. Burger, C Albano, and K. Watters",Stevens/NPS 2000,8,141,0,5,1,1,1,6,1,3,1,5,3,6,1,4.33333,1.33333,0,6,1,6,1,6,1,9,1,6,1,6,1,4,1,6,1,6,1,4,3,4,4,5.2,2,5,2,,,5,2,,,4,3,,,6,2,,,5,2.25,5,3,6,2,6,2,6,1,6,1,6,1,5,2,3,4,,,5.375,2,3,3,6,9,2,3,2,2,1,1,6,1,3,1,6,1,6,1,3.625,1.625,4.92222,1.70139,6,5,
661,White Spring,"Kaibab NF, North Kaibab RD",36.54295,-112.52686,1390,hillslope,,-345768264,5/19/2009,"C. Albano, D. Burger, and K. Watters",Stevens/NPS 2000,7,142,0,5,1,1,1,6,1,3,1,5,3,6,1,4.33333,1.33333,0,6,1,6,1,6,1,9,1,6,1,6,1,4,1,6,1,6,1,4,3,4,4,5.2,2,5,2,,,5,2,,,4,3,,,5,3,,,4.75,2.5,6,1,6,1,6,1,6,0,6,0,6,1,6,2,4,4,,,5.75,1.25,6,1,9,9,3,3,2,2,1,1,6,1,3,1,6,1,6,1,4.125,1.375,5.02639,1.57639,6,5,
701,Locust Spring,"Kaibab NF, North Kaibab RD",36.40003,-112.28603,2452,helocrene,,1298994777,7/30/2010,"C. Albano, G. Rink, J. Spence, B. Phillips, and K. Willard",Stevens/NPS 2000,9,194,0,5,2,1,2,5,2,9,2,5,1,9,9,4,1.8,0,1,5,3,5,3,5,4,5,3,5,2.8,5,4,5,3,5,2,5,2,5,2,5,2,5,3,5,,,2,5,,,2,5,,,3,5,,,2.5,5,3,5,4,4,3,3,3,3,6,1,2,5,5,2,4,3,,,3.75,3.25,4,3,9,9,3,4,4,1,3,1,3,4,1,1,2,3,6,1,3.25,2.25,3.05,3.71667,7,6,
421,Upper Buck Spring High,"Coconino NF, Mogollon Rim RD",34.42189,-111.14828,2348,hillslope,,1259994597,9/12/2009,"Jeri Ledbetter, Eric North, Valerie Hallam, Christina Davis, Julaire Scott",Stevens et al. Level 2,10,71,0,,,1,2,2,3,,,2,4,3,3,2,3,0,3,3,1,3,3,3,4,3,2,3,2.4,3,3,3,3,3,2,3,2,4,3,3,2.6,3.2,4,3,4,3,,,,,3,3,6,2,3,3,4,3,4,2.83333,3,3,4,3,4,3,4,3,5,2,3,3,4,3,4,2,,,3.875,2.75,3,3,6,,2,4,2,3,2,2,3,3,3,3,4,3,2,3,3,3,2.97917,2.96389,4,5,
427,Hidden Spring,"Coconino NF, Mogollon Rim RD",34.43917,-111.18326,2309,hillslope,rheocrene,-910058349,10/10/2009,"Larry Stevens, Jeri Ledbetter, Phoebe Stevens, Rosemary, FALA students",Stevens et al. Level 2,10,79,0,,,1,2,5,1,,,4,2,4,2,3.5,1.75,0,4,2,2,3,5,2,2,1,4,2,3.6,2,3,2,3,2,4,2,5,2,4,2,4.2,2,5,2,4,3,,,,,6,2,6,2,5,2,4,2,5,2.16667,6,2,5,2,5,2,4,2,6,1,3,3,5,2,5,2,,,4.875,2,3,4,6,,2,4,2,2,2,2,3,3,4,3,3,3,2,3,3,3,4.02917,2.15278,4,5,
898,Bear Paw Spring,"Coconino NF, Peaks RD",35.34215,-111.65969,3038,,,-1559757009,9/27/2013,Larry Stevens,Stevens et al. Level 1,2,1072,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,1,5,1,5,2,5,2,5,3,5,1.8,5,4,5,0,6,1,5,2,4,2,4,1.8,4.8,2,5,2,5,2,5,3,5,4,3,4,3,2,5,3,4,2.75,4.375,0,6,1,5,4,3,6,0,3,2,5,2,5,2,3,5,4,3,3.11111,3.5,3,3,6,,3,3,,,,,,,3,4,,,,,3.75,3.33333,1.5875,5.04375,5,6,"This site has been so thoroughly altered that site rehabilitation would be extremely difficult. Furthermore, the water (if any is still being extracted from the site) is obligated to the City of Flagstaff. Therefore, springs restoration funding would be better spent elsewhere. "
1019,Little Elden Spring,"Coconino NF, Peaks RD",35.27691,-111.57934,2190,hillslope,limnocrene,2146244287,5/19/2016,SSI Staff and Workshop Participants,Stevens et al. Level 1,8,1450,0,5,2,1,2,5,2,4,2,,2,5,2,4,2,0,3,3,9,9,4,3,4,2,3,2,4.6,3.8,5,4,2,4,4,3,5,2,6,3,4.2,3.2,5,2,4,3,4,1,4,3,5,1,4,2,5,1,4,3,4.4,2,4,2,4,3,4,3,3,3,6,1,5,2,4,3,3,3,4,2,4.1,2.4,3,2,6,,5,,4,,3,,,,3,2,,,,,4,2,4.2,2.5,4,7,Fix fencing; remove old tank and piping as funding permits; monitor occassionally
416,Cliffside Springs,"Coconino NF, Mogollon Rim RD",34.43658,-111.18538,2307,hillslope,,1255471979,9/13/2009,"Valerie Hallam, Jeri Ledbetter, Eric North, Christina Davis",Stevens et al. Level 2,9,66,0,,,1,2,5,2,,,3,2,5,2,3.5,2,0,4,2,4,2,4,2,3,2,5,2,4.2,2,3,2,2,2,3,2,1,4,3,3,2.8,2.6,4,2,4,3,,,,,3,2,5,2,2,4,4,3,3.66667,2.66667,,,5,1,5,1,5,1,5,1,3,3,5,1,4,2,,,4.57143,1.42857,3,4,6,,2,4,2,2,2,2,3,3,3,3,3,3,2,3,2.88889,3,3.6045,2.28254,5,6,
425,Moonshine Spring,"Coconino NF, Mogollon Rim RD",34.47765,-111.14077,2206,helocrene,,1260756476,9/19/2009,"Jeri Ledbetter, Eric North, RJ Johnson, Karissa Ramstead, Valerie Hallam, Denise Hudson",Stevens et al. Level 2,8,72,0,,,0,3,1,4,0,4,,,4,2,1.25,3.25,0,3,3,3,3,5,2,4,3,3,3,3.4,2.8,4,2,3,2,3,3,3,3,3,3,3.2,2.6,3,3,4,3,,,,,2,3,6,2,2,3,4,3,3.5,2.83333,,,5,2,4,2,4,2,5,2,3,2,3,2,3,2,,,3.85714,2,3,2,6,,4,4,3,3,2,3,4,3,4,3,5,4,3,3,3.77778,3.125,3.16415,2.76806,5,6,
392,Dane Spring,"Coconino NF, Mogollon Rim RD",34.4671,-111.14948,2178,hillslope,anthropogenic,1247294598,7/7/2009,"Jeri Ledbetter, Aryn LaBrake, and Virginia Igoe",Stevens et al. Level 2,8,74,0,,,2,4,1,3,,,2,4,5,3,2.5,3.5,0,3,3,3,3,3,3,4,3,2,4,2.8,3.2,5,3,2,3,3,3,2,3,3,3,2.6,3,3,3,4,3,,,,,4,3,6,2,3,3,4,3,4,2.83333,,,2,3,3,3,4,3,3,3,3,3,3,3,3,3,,,3,3,4,1,6,,4,4,5,5,4,2,3,3,5,3,4,3,5,2,4.44444,2.875,3.22407,3.06806,5,6,
424,Morningcloak Springs,"Coconino NF, Mogollon Rim RD",34.43431,-111.16117,2314,hillslope,,-1954228068,9/20/2009,"Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson",Stevens et al. Level 2,10,76,0,,,1,2,5,2,,,5,2,,,3.66667,2,0,5,2,4,2,4,2,2,2,5,2,4.2,2,3,2,3,2,5,2,2,4,3,3,4,2.6,4,3,4,3,,,,,3,3,6,2,2,4,4,3,3.83333,3,5,3,5,2,5,1,4,2,6,1,3,3,5,2,5,2,,,4.75,2,3,4,6,,2,4,2,2,2,2,3,3,3,3,3,3,2,3,2.88889,3,3.88981,2.43333,5,6,
437,Coyote Spring,"Coconino NF, Mogollon Rim RD",34.44445,-111.15651,2283,helocrene,hillslope,1258690002,9/19/2009,"Jeri Ledbetter, Eric North, RJ Johnson, Valerie Hallam, Denise Hudson, and Karissa Davis",Stevens et al. Level 2,9,77,0,,,2,3,4,2,,,4,3,,,3.33333,2.66667,0,5,2,4,2,4,2,3,2,5,2,4.6,2,4,2,3,2,4,2,4,2,3,3,3.8,2.2,4,2,4,3,,,,,3,3,6,2,4,3,4,3,4.16667,2.66667,4,3,3,2,3,2,5,2,5,2,3,3,3,3,4,3,,,3.75,2.5,3,2,6,,4,5,3,5,3,2,3,3,4,3,3,3,3,3,3.55556,3.25,3.86759,2.54722,5,6,
607,Typha Unnamed Spring,"Kaibab NF, North Kaibab RD",36.65813,-112.56572,1408,hillslope,,2048592160,5/19/2011,"Glenn Rink, Jeri Ledbetter, and Melissa Schaar",Stevens et al. Level 2,9,217,0,5,1,1,1,5,1,,,5,1,6,1,4.4,1,0,6,1,6,1,6,1,3,1,6,1,5.4,1,3,1,2,1,6,1,5,1,4,2,4,1.2,5,4,,,3,3,,,3,4,,,4,3,,,3.75,3.5,5,2,6,1,5,1,6,1,6,1,5,2,6,1,6,1,,,5.625,1.42857,1,2,6,,1,1,1,1,1,2,5,2,3,1,2,4,4,2,2.66667,1.875,4.3875,1.675,5,6,
