"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","FHI_flowRegulation","FHI_humanImpactRiskScore","meanConditionScore"
"220",796,"Upper Sowats Seep","Kaibab NF, North Kaibab RD",36.52293,-112.57188,1107,"hanging garden",NA,335507350,"5/22/2009","K Watters, C Albano, and B Kluwin","Stevens/NPS 2000",7,137,6,2,5.06111
"221",795,"Lower Sowats Seep","Kaibab NF, North Kaibab RD",36.5204,-112.57558,1084,"hanging garden",NA,-1178355703,"5/22/2009","K. Watters, B. Kluwin, and C. Albano","Stevens/NPS 2000",8,138,6,1.75,4.90139
"222",660,"Unnamed Spring 8","Kaibab NF, North Kaibab RD",36.54585,-112.51803,1410,"hanging garden",NA,-868991875,"5/19/2009","D. Burger, C Albano, and K. Watters","Stevens/NPS 2000",8,141,6,2,4.92222
"223",661,"White Spring","Kaibab NF, North Kaibab RD",36.54295,-112.52686,1390,"hillslope",NA,-345768264,"5/19/2009","C. Albano, D. Burger, and K. Watters","Stevens/NPS 2000",7,142,6,1.25,5.02639
"224",701,"Locust Spring","Kaibab NF, North Kaibab RD",36.40003,-112.28603,2452,"helocrene",NA,1298994777,"7/30/2010","C. Albano, G. Rink, J. Spence, B. Phillips, and K. Willard","Stevens/NPS 2000",9,194,4,3.25,3.05
"225",421,"Upper Buck Spring High","Coconino NF, Mogollon Rim RD",34.42189,-111.14828,2348,"hillslope",NA,1259994597,"9/12/2009","Jeri Ledbetter, Eric North, Valerie Hallam, Christina Davis, Julaire Scott","Stevens et al. Level 2",10,71,4,2.75,2.97917
"226",427,"Hidden Spring","Coconino NF, Mogollon Rim RD",34.43917,-111.18326,2309,"hillslope","rheocrene",-910058349,"10/10/2009","Larry Stevens, Jeri Ledbetter, Phoebe Stevens, Rosemary, FALA students","Stevens et al. Level 2",10,79,5,2,4.02917
"227",898,"Bear Paw Spring","Coconino NF, Peaks RD",35.34215,-111.65969,3038,NA,NA,-1559757009,"9/27/2013","Larry Stevens","Stevens et al. Level 1",2,1072,1,3.5,1.5875
"228",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",2146244287,"5/19/2016","SSI Staff and Workshop Participants","Stevens et al. Level 1",8,1450,4,2.4,4.2
"229",416,"Cliffside Springs","Coconino NF, Mogollon Rim RD",34.43658,-111.18538,2307,"hillslope",NA,1255471979,"9/13/2009","Valerie Hallam, Jeri Ledbetter, Eric North, Christina Davis","Stevens et al. Level 2",9,66,5,1.42857,3.6045
"230",425,"Moonshine Spring","Coconino NF, Mogollon Rim RD",34.47765,-111.14077,2206,"helocrene",NA,1260756476,"9/19/2009","Jeri Ledbetter, Eric North, RJ Johnson, Karissa Ramstead, Valerie Hallam, Denise Hudson","Stevens et al. Level 2",8,72,5,2,3.16415
"231",392,"Dane Spring","Coconino NF, Mogollon Rim RD",34.4671,-111.14948,2178,"hillslope","anthropogenic",1247294598,"7/7/2009","Jeri Ledbetter, Aryn LaBrake, and Virginia Igoe","Stevens et al. Level 2",8,74,2,3,3.22407
"232",424,"Morningcloak Springs","Coconino NF, Mogollon Rim RD",34.43431,-111.16117,2314,"hillslope",NA,-1954228068,"9/20/2009","Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson","Stevens et al. Level 2",10,76,5,2,3.88981
"233",437,"Coyote Spring","Coconino NF, Mogollon Rim RD",34.44445,-111.15651,2283,"helocrene","hillslope",1258690002,"9/19/2009","Jeri Ledbetter, Eric North, RJ Johnson, Valerie Hallam, Denise Hudson, and Karissa Davis","Stevens et al. Level 2",9,77,3,2.5,3.86759
"234",607,"Typha Unnamed Spring","Kaibab NF, North Kaibab RD",36.65813,-112.56572,1408,"hillslope",NA,2048592160,"5/19/2011","Glenn Rink, Jeri Ledbetter, and Melissa Schaar","Stevens et al. Level 2",9,217,6,1.42857,4.3875
"235",439,"Royal Bull Springs","Coconino NF, Mogollon Rim RD",34.43286,-111.16082,2312,"hillslope",NA,1261928167,"9/20/2009","Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson","Stevens et al. Level 2",10,75,5,2.14286,4.00053
"236",432,"Lockwood Spring","Coconino NF, Mogollon Rim RD",34.54811,-111.1417,2098,"exposure",NA,1262010058,"9/18/2009","Jeri Ledbetter, Eric North, RJ Johnson, Valerie Hallam, Denise Hudson, Julaire Scott, Karissa Davis","Stevens et al. Level 2",9,78,6,2,4.59021
"237",428,"McClintock Spring","Coconino NF, Mogollon Rim RD",34.49003,-111.1532,2207,"hypocrene",NA,1262057998,"9/20/2009","Jeri Ledbetter, RJ Johnson, Eric North and Denise Hudson","Stevens et al. Level 2",10,80,3,2.875,3.0037
"238",475,"Lara Springs","Coconino NF, Mogollon Rim RD",34.4671,-111.16785,2249,"hillslope",NA,-277571624,"9/12/2009","Jeri Ledbetter, Eric North, Valerie Hallam, Julaire Scott, Christina Davis","Stevens et al. Level 2",10,89,3,2,3.26944
"239",312,"Quaking Aspen Spring","Kaibab NF, North Kaibab RD",36.37823,-112.28261,2398,"hillslope",NA,1298504657,"7/28/2010","G. Rink, Albano, Phillips, and Willard","Stevens/NPS 2000",8,157,5,2.71429,3.7422
"240",351,"Parissawampitts Spring","Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,"rheocrene","helocrene",903914113,"7/30/2010","C. Albano, G. Rink, K. Willard, and J. Spence","Stevens/NPS 2000",8,247,2,3.28571,2.82077
"241",310,"Sowats Spring","Kaibab NF, North Kaibab RD",36.52742,-112.45556,1835,"hillslope",NA,558,"7/1/2000","RJ Johnson, Nathan Zorich, and Zeke Lauck","Stevens/NPS 2000",10,299,4,0.57143,4.50265
"242",885,"63 Tank","Coconino NF, Mogollon Rim RD",34.68032,-111.29347,2135,"limnocrene",NA,1404517222,"8/7/2012","Kyle Paffett and Gerald Higa","Stevens et al. Level 2",4,781,1,2.14286,3.5
"243",422,"Upper Buck Spring","Coconino NF, Mogollon Rim RD",34.42603,-111.14771,2313,"hillslope",NA,1259902296,"9/13/2009","Jeri Ledbetter, Eric North, Valerie Hallam, Christina Davis","Stevens et al. Level 2",10,67,2,2.28571,3.04722
"244",393,"West Moonshine Spring","Coconino NF, Mogollon Rim RD",34.48278,-111.14449,2239,"hillslope","rheocrene",-1689402876,"9/19/2009","RJ Johnson, Eric North, Jeri Ledbetter, Valerie Hallam, Denise Hudson, Karissa Ramstead","Stevens et al. Level 2",9,81,5,2.28571,3.5619
"245",308,"Big Sowats Spring","Kaibab NF, North Kaibab RD",36.52332,-112.45528,1828,"hanging garden",NA,556,"7/1/2000","RJ Johnson, Nathan Zorich, and Zeke Lauck","Stevens/NPS 2000",9,114,6,0.14286,4.56323
"246",783,"McDermit Spring","Kaibab NF, Williams RD",35.26869,-111.91345,2200,"helocrene",NA,-1952595448,"8/30/2011","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,230,1,3.875,2.70625
"247",309,"Sowats Veronica unnamed","Kaibab NF, North Kaibab RD",36.52485,-112.45552,1840,"hillslope",NA,557,"7/1/2000","RJ Johnson, Nathan Zorich, and Zeke Lauck","Stevens/NPS 2000",9,298,6,0,4.67037
"248",310,"Sowats Spring","Kaibab NF, North Kaibab RD",36.52742,-112.45556,1835,"hillslope",NA,-836967340,"6/14/2012","Larry Stevens, Glenn Rink, Jeri Ledbetter, Kyle Paffett, Ariel Leonard, Anya Fayfer, Kumi Isobe, and Dan Tayler","Stevens et al. Level 2",10,385,5,1.5,4.3125
"249",832,"Glenn Rink Spring","Kaibab NF, North Kaibab RD",36.39426,-112.08316,2560,"hillslope","rheocrene",-1590191419,"6/15/2012","Larry Stevens, Jeri Ledbetter, Glenn Rink, Ariel Leonard, Kyle Paffett, Dan Taylor, Kumi Isobe, and Anya Fayfer","Stevens et al. Level 2",10,386,6,1.5,5.16875
"250",17948,"Coconino Fracture","Kaibab NF, North Kaibab RD",36.39948,-112.08437,2499,"hanging garden",NA,-2132605255,"6/17/2012","Kyle Paffett, Larry Stevens, Jeri Ledbetter, Glenn Rink, Anya Fayfer, and Kumi Isobe","Stevens et al. Level 2",9,393,6,1,5.11667
"251",226457,"Homestead Channel Springs","Coconino NF, Mogollon Rim RD",34.4704,-111.28585,2196,"rheocrene",NA,2146245804,"6/24/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1779,5,2.3,4.5
"252",776,"East Twin Spring","Kaibab NF, Williams RD",35.16906,-112.21548,2155,"helocrene","anthropogenic",264162954,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid","Stevens et al. Level 2",8,942,1,3.625,2.32083
"253",745,"Twin Springs","Kaibab NF, Williams RD",35.16832,-112.22494,2130,"anthropogenic","helocrene",1379087124,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid","Stevens/GDE hybrid",7,943,1,4,2.8
"254",777,"Stage Tank spring","Kaibab NF, Williams RD",35.09551,-112.26913,1977,"rheocrene","limnocrene",-740035963,"8/16/2013","Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie","Stevens et al. Level 2",8,951,6,1.625,4.51042
"255",766,"Many Snakes Spring","Kaibab NF, Williams RD",35.10909,-112.23399,1990,"limnocrene","rheocrene",-751493278,"8/16/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, and Bill Beaver","Stevens/GDE hybrid",8,952,6,2.1,5
"256",19259,"Hell Canyon Spring","Kaibab NF, Williams RD",35.15263,-112.22294,2015,"rheocrene",NA,1379352302,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Colton McDavid, and Tom Checknis","Stevens et al. Level 2",10,953,6,1.375,4.37292
"257",19246,"Cane Hanging Garden","Kaibab NF, North Kaibab RD",36.58374,-112.04679,1900,"hanging garden",NA,975429660,"8/28/2013","Larry Stevens, Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie","Stevens et al. Level 2",10,965,5,2,4.21458
"258",707,"Cane Springs north","Kaibab NF, North Kaibab RD",36.58566,-112.04667,1916,"cave","anthropogenic",-291009299,"8/28/2013","Larry Stevens, and Glenn Rink","Stevens et al. Level 2",10,966,2,2.375,4.21875
"259",957,"Doyle Spring","Coconino NF, Peaks RD",35.33191,-111.65994,3139,"hillslope","helocrene",1561303340,"9/27/2013","Larry Stevens","Stevens et al. Level 1",4,1015,3,2.375,3.06042
"260",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",534647800,"7/27/2013","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1019,2,2.875,3.36458
"261",769,"Pitman Valley Spring","Kaibab NF, Williams RD",35.24983,-112.03936,2090,"anthropogenic","limnocrene",2146221030,"5/27/2014","Jeri Ledbetter, Lucky Thomas, Jeff Glessing, Andrew Gosnell, Lance Murray, Julie Polovitch, Mason Stansfield, Glenn Rink, and Jenn Chavez","Stevens et al. Level 2",10,1227,3,3.8,2.5
"262",164124,"Metate Tank","Kaibab NF, Williams RD",35.13936,-112.20844,2105,"limnocrene",NA,2146221077,"6/21/2014","Larry Stevens, Glenn Rink, and Jeri Ledbetter","Stevens et al. Level 2",10,1293,2,3.2,3.7
"263",747,"L O Spring","Kaibab NF, Williams RD",35.15335,-111.98434,2041,"helocrene","rheocrene",2146236818,"5/26/2015","Jeri Ledbetter, Larry Stevens, Glenn Rink, Gary Alpert, Molly Joyce, Jenn Chavez, Jeff Jenness and Gloria Hardwick","Stevens et al. Level 2",10,1298,5,1.8,4.7
"264",736,"Rock Spring","Kaibab NF, North Kaibab RD",36.65064,-112.04788,1800,"hanging garden",NA,2146238841,"6/23/2015","Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray","Stevens/GDE hybrid",10,1379,2,1.6,4.4
"265",691,"South Big Spring Tank","Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,"limnocrene","anthropogenic",2146238842,"6/24/2015","Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray","Stevens/GDE hybrid",10,1442,4,2.2,3.7
"266",606,"Willow Spring","Kaibab NF, North Kaibab RD",36.71097,-112.52975,1462,"rheocrene",NA,2146244273,"4/24/2016","Lance Murray","Stevens et al. Level 1",6,1447,5,1.3,5.3
"267",629,"Horse Spring","Kaibab NF, North Kaibab RD",36.65013,-112.57101,1448,"hillslope","rheocrene",2146244274,"4/23/2016","Larry Stevens, Jeri Ledbetter, and Lance Murray","Stevens/GDE hybrid",10,1448,6,1.1,4.9
"268",746,"Dow Spring","Kaibab NF, Williams RD",35.15499,-111.98573,2058,"hillslope","rheocrene",2146244285,"5/13/2016","Jeri Ledbetter, Gloria Hardwick, Jenn Chavez, and Courtney McDaniel","Stevens et al. Level 2",9,1455,3,1.8,4.5
"269",181940,"Virgins Bower","Kaibab NF, North Kaibab RD",36.70816,-112.52567,1510,"hillslope","hanging garden",2146244276,"4/24/2016","Larry Stevens, Jeri Ledbetter, and Lance Murray","Stevens/GDE hybrid",10,1456,6,0.6,5.2
"270",1023,"Lockwood Spring","Coconino NF, Mormon Lake RD",34.97443,-111.49292,2264,"hillslope",NA,2146244607,"9/7/2016","Emily Thompson, Sue Ordway, Irene Hamilton, and Chantel Cook","Stevens et al. Level 2",3,1521,0,1.9,1.6
"271",805,"Babbitt Spring","Coconino NF, Mormon Lake RD",35.06692,-111.53853,2107,"rheocrene","hillslope",2146244609,"9/6/2016","Emily Thompson, Sue Ordway, and Irene Hamilton","Stevens et al. Level 2",9,1524,4,3.6,3.2
"272",764,"Hat Tank upper","Kaibab NF, Williams RD",35.0955,-112.1707,2065,"rheocrene","hillslope",2146244615,"9/8/2016","Emily Thompson, Cathy Morin, Sue Ordway, and Diane Meuser","Stevens et al. Level 2",4,1528,3,4,2.8
"273",1108,"Thomas Spring","Coconino NF, Mormon Lake RD",35.03722,-111.60742,2235,"hillslope","helocrene",2146244617,"9/6/2016","Emily Thompson, Sue Ordway, and Irene Hamilton","Stevens et al. Level 2",2,1530,0,2,0.7
"274",954,"Double Springs (West)","Coconino NF, Mormon Lake RD",34.94125,-111.49434,2190,"hillslope",NA,2146244620,"9/7/2016","Chantel Cook, Sue Ordway, Emily Thompson, and Irene Hamilton","Stevens et al. Level 2",7,1533,1,2.9,3
"275",640,"Willow Spring","Kaibab NF, Williams RD",35.13389,-112.02822,1980,"rheocrene","limnocrene",2146244623,"9/8/2016","Lisa Winters, Chantel Cook, Winnie Taney, and Irene Hamilton","Stevens et al. Level 2",7,1537,6,1.7,4.2
"276",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146244648,"9/18/2016","Larry Stevens and Jeri Ledbetter","Stevens/GDE hybrid",9,1542,2,3.1,3.4
"277",909,"Bootlegger Spring","Coconino NF, Mormon Lake RD",34.91195,-111.53812,2257,"hillslope",NA,2146244699,"10/12/2016","Larry Stevens, Jeri Ledbetter, Gloria Hardwick, Joseph Holway, Leanna Begay, and David Sabata","Stevens et al. Level 2",10,1555,4,2.4,3.3
"278",1138,"Schnaeger Springs","Coconino NF, Mogollon Rim RD",34.48509,-111.13091,2214,"hillslope",NA,2146245647,"6/3/2017","Melissa Carrillo-Galaviz, Jeri Ledbetter, and Gloria Hardwick","Stevens et al. Level 2",10,1685,4,1.6,3.8
"279",950,"Delinator Spring","Coconino NF, Mogollon Rim RD",34.47269,-111.32486,2101,"rheocrene",NA,2146245676,"6/21/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1711,6,1.6,5.2
"280",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146245682,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1712,3,2.1,4
"281",438,"Big Moqui Spring","Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,"hillslope",NA,2146245683,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1713,2,3.4,3.4
"282",1146,"Mud Spring","Coconino NF, Mogollon Rim RD",34.46563,-111.31361,2283,"rheocrene","helocrene",2146245686,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1715,3,3.2,4.3
"283",226445,"Stump Glen Spring","Coconino NF, Mogollon Rim RD",34.47242,-111.3275,2185,"rheocrene","helocrene",2146245688,"6/22/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1716,4,2.2,4.3
"284",226443,"Potatito Tank Springs","Coconino NF, Mogollon Rim RD",34.45845,-111.35506,2227,"anthropogenic","limnocrene",2146245680,"6/21/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1717,3,2.2,3.8
"285",226446,"Overhang Spring","Coconino NF, Mogollon Rim RD",34.46616,-111.3401,2199,"helocrene","rheocrene",2146245689,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1718,5,2,4.5
"286",226447,"Cienega Draw Springs","Coconino NF, Mogollon Rim RD",34.44928,-111.34695,2222,"rheocrene","anthropogenic",2146245690,"6/25/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1719,4,2.2,3.9
"287",433,"Coldwater Spring","Coconino NF, Mogollon Rim RD",34.49169,-111.29905,2161,"rheocrene","hypocrene",2146245691,"6/24/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 1",5,1720,2,2.8,2.5
"288",989,"Homestead Spring","Coconino NF, Mogollon Rim RD",34.47081,-111.28548,2212,"hillslope","rheocrene",2146245693,"6/24/2017","Jeri Ledbetter, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1721,5,2,4.6
"289",986,"Half Pint Spring","Coconino NF, Mogollon Rim RD",34.46523,-111.32352,2217,"limnocrene","anthropogenic",2146245692,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1722,2,2.6,3.7
"290",1018,"Little Dick Spring","Coconino NF, Mogollon Rim RD",34.47728,-111.4363,2115,"hillslope",NA,2146245695,"6/23/2017","Jeri Ledbetter, Gloria Hardwick, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 1",9,1723,2,2.3,2.3
"291",1037,"Middle Kehl Spring","Coconino NF, Mogollon Rim RD",34.44715,-111.31676,2300,"rheocrene",NA,2146245696,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1724,6,1.2,4.9
"292",226449,"Miller Springs","Coconino NF, Mogollon Rim RD",34.47863,-111.29118,2159,"rheocrene",NA,2146245698,"6/24/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1725,5,1.9,4.7
"293",226450,"Mashed Potato Spring","Coconino NF, Mogollon Rim RD",34.46203,-111.3523,2207,"helocrene","rheocrene",2146245699,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1726,4,2.2,4.3
"294",1036,"Middle Kehl Meadow Spring","Coconino NF, Mogollon Rim RD",34.44493,-111.31868,2311,"helocrene","rheocrene",2146245700,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1727,5,2.3,3.8
"295",416,"Cliffside Springs","Coconino NF, Mogollon Rim RD",34.43658,-111.18538,2307,"hillslope",NA,2146245735,"7/8/2017","Jeri Ledbetter, Larry Stevens, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1732,6,1.7,4.3
"296",1014,"Leopard Frog Spring","Coconino NF, Mogollon Rim RD",34.45205,-111.15308,2273,"hillslope",NA,2146245736,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1733,6,2.1,4.6
"297",923,"Cathy Spring","Coconino NF, Mogollon Rim RD",34.45596,-111.1543,2268,"hillslope",NA,2146245737,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",9,1734,5,1.3,4.4
"298",577,"Cut Stump Spring","Coconino NF, Mogollon Rim RD",34.44914,-111.1637,2284,"hillslope",NA,2146245738,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1735,4,1.8,4.5
"299",1084,"Secret Spring","Coconino NF, Mogollon Rim RD",34.45224,-111.16048,2273,"hillslope",NA,2146245739,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",9,1736,4,1.9,4.2
"300",1070,"Red Squirrel Spring","Coconino NF, Mogollon Rim RD",34.44424,-111.16752,2284,"hillslope",NA,2146245740,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1737,4,1.7,4.3
"301",908,"Blue Eye Spring","Coconino NF, Mogollon Rim RD",34.42904,-111.1685,2324,"hillslope","rheocrene",2146245741,"7/6/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1738,6,1.6,4.4
"302",175497,"Elk Spring Middle","Kaibab NF, Williams RD",35.37653,-111.98743,2232,"hillslope","anthropogenic",2146245744,"6/13/2017","Jeri Ledbetter, Larry Stevens, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1739,4,2.2,4
"303",580,"East Elk Spring","Kaibab NF, Williams RD",35.37604,-111.98617,2239,"helocrene","limnocrene",2146245743,"7/5/2017","Jeri Ledbetter, Glenn Rink, Melissa Carrillo-Galaviz and Mellisa Yin","Stevens et al. Level 2",10,1740,3,2.8,4
"304",886,"Adders Mouth","Coconino NF, Mogollon Rim RD",34.472,-111.18331,2246,"hillslope",NA,2146245758,"7/20/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1741,6,1.8,4.9
"305",226458,"Blowdown Springs","Coconino NF, Mogollon Rim RD",34.45811,-111.18712,2269,"hillslope","rheocrene",2146245761,"7/18/2017","Jeri Ledbetter, Glenn Rink, Melissa Yin, and Bernie Murrieta","Stevens et al. Level 2",10,1743,6,1.7,4.7
"306",893,"Audra Spring","Coconino NF, Mogollon Rim RD",34.45736,-111.18977,2274,"hillslope","rheocrene",2146245760,"7/18/2017","Jeri Ledbetter, Glenn Rink, Mellisa Yin, Bernardo Murrieta and Lea Ibarra","Stevens et al. Level 2",9,1744,6,1.7,4.6
"307",916,"Burn Spring","Coconino NF, Mogollon Rim RD",34.49907,-111.15838,2187,"hillslope",NA,2146245762,"7/19/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1745,4,1.8,4.5
"308",1025,"Middle Leonard Canyon Spring #2","Coconino NF, Mogollon Rim RD",34.399,-111.14624,2403,"anthropogenic","limnocrene",2146245765,"7/17/2017","Jeri Ledbetter, Glenn Rink, Melissa Yin, Bernie Marrieta, and Valeria Canedo","Stevens et al. Level 2",9,1747,4,1.9,3.7
"309",930,"Christianson Spring","Coconino NF, Mogollon Rim RD",34.45837,-111.18785,2264,"cave","anthropogenic",2146245767,"7/17/2017","Jeri Ledbetter, Glenn Rink, Melissa Yin, and Bernie Marrieta","Stevens et al. Level 2",10,1748,6,1.8,4.7
"310",921,"Carla Spring","Coconino NF, Mogollon Rim RD",34.46048,-111.17152,2259,"hillslope",NA,2146245766,"7/19/2017","Jeri Ledbetter, Glenn Rink, Mellisa Yin, and Bernardo Murrieta","Stevens et al. Level 2",10,1749,5,1.6,4.8
"311",938,"Coneflower Spring","Coconino NF, Mogollon Rim RD",34.46073,-111.19296,2336,"hillslope","rheocrene",2146245768,"7/18/2017","Larry Stevens. Gloria Hardwick, Melissa Carrillo Galaviz, Luis Grijalva, and Valeria Canedo","Stevens et al. Level 2",10,1750,6,1,4.6
"312",939,"Cornlily Spring","Coconino NF, Mogollon Rim RD",34.43843,-111.17411,2330,"hillslope","rheocrene",2146245770,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Melissa Yin, and Joseph Holway","Stevens et al. Level 2",10,1751,4,2,4.7
"313",951,"Derrick Spring","Coconino NF, Mogollon Rim RD",34.48902,-111.16452,2199,"hillslope","cave",2146245772,"7/19/2017","Jeri Ledbetter, Glenn Rink, Mellisa Yin, and Bernardo Murrieta","Stevens et al. Level 2",10,1753,6,1.3,5.2
"314",226459,"Dragonfly Tank Springs","Coconino NF, Mogollon Rim RD",34.46489,-111.19431,2286,"anthropogenic","limnocrene",2146245773,"7/20/2017","Larry Stevens, Jeri Ledbetter, Glenn Rink, Melissa Yin, Gloria Hardwick, Bernie Marrieta, and Joseph Holway","Stevens et al. Level 2",10,1754,3,2.1,4.2
"315",978,"George Spring","Coconino NF, Mogollon Rim RD",34.48148,-111.16695,2221,"hillslope","cave",2146245775,"7/19/2017","Jeri Ledbetter, Glenn Rink, Bernie Murrieta, and Melissa Yin","Stevens et al. Level 2",10,1755,6,1.6,5.1
"316",226460,"Driftfence Spring","Coconino NF, Mogollon Rim RD",34.45502,-111.1777,2279,"helocrene","hillslope",2146245774,"7/19/2017","Larry Stevens, Melissa Carrillo-Galaviz, David Sinclair, and Stasia Begley","Stevens et al. Level 2",10,1756,5,1.7,4.3
"317",427,"Hidden Spring","Coconino NF, Mogollon Rim RD",34.43917,-111.18326,2309,"hillslope","rheocrene",2146245776,"7/20/2017","Larry Stevens, Missa Carrillo-Galaviz, and Bernie Murrieta","Stevens et al. Level 2",10,1757,6,1.1,4.6
"318",19238,"Fleishman False Spring","Coconino NF, Mogollon Rim RD",34.47152,-111.17717,2208,"rheocrene",NA,2146245777,"7/18/2017","Larry Stevens, Melissa Carrillo-Galaviz, David Sinclair, and Stasia Begley","Stevens et al. Level 2",10,1758,6,1.2,4
"319",966,"Fleishman Spring","Coconino NF, Mogollon Rim RD",34.47323,-111.17977,2234,"hillslope","hanging garden",2146245778,"7/19/2017","Larry Stevens. Melissa Carrillo-Galaviz, David Sinclair, and Stasia Floley","Stevens et al. Level 2",10,1759,5,1.7,4.5
"320",1048,"Mushroom Spring","Coconino NF, Mogollon Rim RD",34.45368,-111.15523,2253,"hillslope","anthropogenic",2146245779,"7/20/2017","Glenn Rink, Bernie Marrieta, Jeri Ledbetter, and Melissa Yin","Stevens et al. Level 2",10,1760,4,1.9,4.1
"321",1071,"Retired Spring","Coconino NF, Mogollon Rim RD",34.46303,-111.18951,2336,"hillslope","anthropogenic",2146245781,"7/18/2017","Larry Stevens, Gloria Hardwick, Melissa Carrillo-Galaviz, Luis Grijalvo, and Valeria Canedo","Stevens et al. Level 2",8,1761,6,0.8,4.5
"322",1062,"PoleyQuiva Spring","Coconino NF, Mogollon Rim RD",34.46855,-111.1826,2303,"hillslope",NA,2146245780,"7/20/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1763,5,2.1,4.4
